id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
102,SI0103RL,Medang,Litsea sp.,Pohon Tua,icon/mature_tree.svg,-,45,78,Hutan Lindung Sentajo,mineral,-,-0.4740936,101.57263,16,0.002405763,Belum,Belum,Belum,Padin,2021-10-19T15:49:00.000+07:00,200000,9369.36741,-,Chave (2005),media/1.102.jpg,media/2.102.jpg,media/3.102.jpg,media/4.102.jpg,adopsipohonriau/102
117,SI0119RL,Meranti putih,Shorea javanica,Pohon Muda,icon/young_tree.svg,Endangered,40,28,Hutan Lindung Sentajo,mineral,-,-0.4770181,101.5632113,13,0.002875236,Belum,Belum,Belum,Arab,2021-10-28T10:49:00.000+07:00,200000,3097.266701,-,Chave (2005),media/1.117.jpg,media/2.117.jpg,media/3.117.jpg,media/4.117.jpg,adopsipohonriau/117
118,SI0120RL,Kolek,Syzygium sp.,Pohon Tua,icon/mature_tree.svg,-,53,29,Hutan Lindung Sentajo,mineral,-,-0.4768888,101.5632025,10,0.002884564,Belum,Belum,Belum,Arab,2021-10-28T10:56:00.000+07:00,200000,6868.466827,-,Chave (2005),media/1.118.jpg,media/2.118.jpg,media/3.118.jpg,media/4.118.jpg,adopsipohonriau/118
119,SI0121RL,Jelutung,Dyera spp.,Pohon Tua,icon/mature_tree.svg,Least Concern,45,25,Hutan Lindung Sentajo,mineral,-,-0.4769458,101.5627088,13.5,0.00292435,Belum,Belum,Belum,Arab,2021-10-28T11:28:00.000+07:00,200000,2541.722838,-,Chave (2005),media/1.119.jpg,media/2.119.jpg,media/3.119.jpg,media/4.119.jpg,adopsipohonriau/119
120,SI0122RL,Meranti merah,Shorea scaberrima,Pohon Tua,icon/mature_tree.svg,Near Threatened,42,30,Hutan Lindung Sentajo,mineral,-,-0.4769458,101.5627088,81.021,0.00292435,Belum,Belum,Belum,Arab,2021-10-28T11:33:00.000+07:00,200000,3323.898554,-,Chave (2005),media/1.120.jpg,media/2.120.jpg,media/3.120.jpg,media/4.120.jpg,adopsipohonriau/120
121,SI0123RL,Meranti merah,Shorea scaberrima,Pohon Tua,icon/mature_tree.svg,Near Threatened,60,50,Hutan Lindung Sentajo,mineral,-,-0.4769458,101.5627088,503.903,0.00292435,Belum,Belum,Belum,Arab,2021-10-30T11:41:00.000+07:00,200000,10978.44337,-,Chave (2005),media/1.121.jpg,media/2.121.jpg,media/3.121.jpg,media/4.121.jpg,adopsipohonriau/121
122,SI0124RL,Meranti merah ambai,-,Pohon Muda,icon/young_tree.svg,-,37,25,Hutan Lindung Sentajo,mineral,-,-0.4769458,101.5627088,1303.203,0.00292435,Belum,Belum,Belum,Arab,2021-10-28T11:46:00.000+07:00,50000,2396.654211,-,Brown (1997),media/1.122.jpg,media/2.122.jpg,media/3.122.jpg,media/4.122.jpg,adopsipohonriau/122
123,SI0125RL,Cempedak air,-,Pohon Tua,icon/mature_tree.svg,-,48,46,Hutan Lindung Sentajo,mineral,-,-0.4772501,101.5629838,9.5,0.002880161,Belum,Belum,Belum,Arab,2021-10-28T11:51:00.000+07:00,200000,4630.153053,-,Brown (1997),media/1.123.jpg,media/2.123.jpg,media/3.123.jpg,media/4.123.jpg,adopsipohonriau/123
131,SI0133RL,Meranti putih,Shorea javanica,Pohon Muda,icon/young_tree.svg,Endangered,31,43,Hutan Lindung Sentajo,mineral,-,-0.4770137,101.5627506,14,0.002916221,Belum,Belum,Belum,Arab,2021-10-28T14:26:00.000+07:00,50000,2862.427534,-,Chave (2005),media/1.131.jpg,media/2.131.jpg,media/3.131.jpg,media/4.131.jpg,adopsipohonriau/131
132,SI0134RL,Buah buah,-,Pohon Muda,icon/young_tree.svg,-,23,43,Hutan Lindung Sentajo,mineral,-,-0.4770137,101.5627506,155.781,0.002916221,Belum,Belum,Belum,Arab,2021-10-28T14:33:00.000+07:00,50000,719.8241975,-,Brown (1997),media/1.132.jpg,media/2.132.jpg,media/3.132.jpg,media/4.132.jpg,adopsipohonriau/132
133,SI0135RL,Meranti sabut,Shorea ovalis,Pohon Muda,icon/young_tree.svg,-,30,40,Hutan Lindung Sentajo,mineral,-,-0.4770137,101.5627506,2821.263,0.002916221,Belum,Belum,Belum,Arab,2021-10-28T14:38:00.000+07:00,50000,2183.38564,-,Chave (2005),media/1.133.jpg,media/2.133.jpg,media/3.133.jpg,media/4.133.jpg,adopsipohonriau/133
139,SI0141RL,Meranti putih,Shorea javanica,Pohon Tua,icon/mature_tree.svg,Endangered,52,50,Hutan Lindung Sentajo,mineral,-,-0.4773361,101.5629096,2685.325,0.002881194,Belum,Belum,Belum,Arab,2021-10-28T15:40:00.000+07:00,200000,9102.580173,-,Chave (2005),media/1.139.jpg,media/2.139.jpg,media/3.139.jpg,media/4.139.jpg,adopsipohonriau/139
140,SI0096RL,Pisang pisang,Alphonsea spp,Pohon Tua,icon/mature_tree.svg,Least Concern,105,91,Hutan Lindung Sentajo,mineral,-,-0.4740012,101.5723457,1494.47,0.002430936,Belum,Belum,Belum,Padin,2021-10-19T15:12:00.000+07:00,200000,82910.33313,-,Chave (2005),media/1.140.jpg,media/2.140.jpg,media/3.140.jpg,media/4.140.jpg,adopsipohonriau/140
141,SI0100RL,Medang,Litsea sp.,Pohon Tua,icon/mature_tree.svg,-,51,68,Hutan Lindung Sentajo,mineral,-,-0.4738327,101.572713,236.834,0.002425492,Belum,Belum,Belum,Padin,2021-10-19T15:37:00.000+07:00,200000,10463.11005,-,Chave (2005),media/1.141.jpg,media/2.141.jpg,media/3.141.jpg,media/4.141.jpg,adopsipohonriau/141
166,SI0223STJ,Rambai,-,Pohon Tua,icon/mature_tree.svg,-,45,40,Hutan Lindung Sentajo,mineral,-,-0.4740667,101.5738067,70.545,0.002342933,Belum,Belum,Belum,Arab,2021-11-14T15:42:00.000+07:00,200000,3932.626275,-,Brown (1997),media/1.166.jpg,media/2.166.jpg,media/3.166.jpg,media/4.166.jpg,adopsipohonriau/166
167,SI0224STJ,Meranti batu,Shorea sp.,Pohon Tua,icon/mature_tree.svg,-,91,45,Hutan Lindung Sentajo,mineral,-,-0.4740667,101.5738067,9485.872,0.002342933,Belum,Belum,Belum,Arab,2021-11-14T15:47:00.000+07:00,200000,25958.85486,-,Chave (2005),media/1.167.jpg,media/2.167.jpg,media/3.167.jpg,media/4.167.jpg,adopsipohonriau/167
169,SI0226STJ,Pitatal,Ochanostachys amentacea,Pohon Muda,icon/young_tree.svg,Data deficent,33,20,Hutan Lindung Sentajo,mineral,-,-0.4740667,101.5738067,1111.902,0.002342933,Belum,Belum,Belum,Arab,2021-11-14T15:56:00.000+07:00,50000,2232.271679,-,Chave (2005),media/1.169.jpg,media/2.169.jpg,media/3.169.jpg,media/4.169.jpg,adopsipohonriau/169
201,SI0177STJ,Kedondong hutan,-,Pohon Tua,icon/mature_tree.svg,-,57,35,Hutan Lindung Sentajo,mineral,-,-0.4747841,101.571359,10.94,0.002419821,Belum,Belum,Belum,Arab,2021-11-14T08:49:00.000+07:00,200000,7151.850071,-,Brown (1997),media/1.201.jpg,media/2.201.jpg,media/3.201.jpg,media/4.201.jpg,adopsipohonriau/201
203,SI0179STJ,Meranti batu,Shorea sp.,Pohon Tua,icon/mature_tree.svg,-,54,40,Hutan Lindung Sentajo,mineral,-,-0.47477,101.5714333,1172.505,0.002416354,Belum,Belum,Belum,Arab,2021-11-14T09:13:00.000+07:00,200000,8354.962207,-,Chave (2005),media/1.203.jpg,media/2.203.jpg,media/3.203.jpg,media/4.203.jpg,adopsipohonriau/203
206,SI0182STJ,Lalan,Santiria laevigata,Pohon Tua,icon/mature_tree.svg,-,58,60,Hutan Lindung Sentajo,mineral,-,-0.475235,101.5710567,1241.365,0.002399365,Belum,Belum,Belum,Arab,2021-11-14T09:40:00.000+07:00,200000,12979.87596,-,Chave (2005),media/1.206.jpg,media/2.206.jpg,media/3.206.jpg,media/4.206.jpg,adopsipohonriau/206
